Player,standard | Nation,standard | Pos,standard | Squad,standard | Age,standard | Born,standard_Playing Time | MP,standard_Playing Time | Starts,standard_Playing Time | Min,standard_Performance | Gls,standard_Performance | Ast,standard_Performance | CrdY,standard_Performance | CrdR,standard_Expected | xG,standard_Expected | xAG,standard_Progression | PrgC,standard_Progression | PrgP,standard_Progression | PrgR,standard_Per 90 Minutes | Gls,standard_Per 90 Minutes | Ast,standard_Per 90 Minutes | xG,standard_Per 90 Minutes | xAG,keepers_Performance | GA90,keepers_Performance | Save%,keepers_Performance | CS%,keepers_Penalty Kicks | Save%,shooting_Standard | SoT%,shooting_Standard | SoT/90,shooting_Standard | G/Sh,shooting_Standard | Dist,passing_Total | Cmp,passing_Total | Cmp%,passing_Total | TotDist,passing_Short | Cmp%,passing_Medium | Cmp%,passing_Long | Cmp%,passing | KP,passing | 1/3,passing | PPA,passing | CrsPA,passing | PrgP,gca_SCA | SCA,gca_SCA | SCA90,gca_GCA | GCA,gca_GCA | GCA90,defense_Tackles | Tkl,defense_Tackles | TklW,defense_Challenges | Att,defense_Challenges | Lost,defense_Blocks | Blocks,defense_Blocks | Sh,defense_Blocks | Pass,defense | Int,possession_Touches | Touches,possession_Touches | Def Pen,possession_Touches | Def 3rd,possession_Touches | Mid 3rd,possession_Touches | Att 3rd,possession_Touches | Att Pen,possession_Take-Ons | Att,possession_Take-Ons | Succ%,possession_Take-Ons | Tkld%,possession_Carries | Carries,possession_Carries | PrgDist,possession_Carries | PrgC,possession_Carries | 1/3,possession_Carries | CPA,possession_Carries | Mis,possession_Carries | Dis,possession_Receiving | Rec,possession_Receiving | PrgR,misc_Performance | Fls,misc_Performance | Fld,misc_Performance | Off,misc_Performance | Crs,misc_Performance | Recov,misc_Aerial Duels | Won,misc_Aerial Duels | Lost,misc_Aerial Duels | Won%
Armando Broja,al ALB,FW,Everton,23.0,2001.0,10.0,4.0,334.0,0.0,0.0,1.0,0.0,0.1,0.2,12.0,2.0,26.0,0.0,0.0,0.03,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.3,53.0,72.6,594.0,77.8,83.3,66.7,4.0,3.0,0.0,0.0,2.0,7.0,1.89,0.0,0.0,3.0,1.0,0.0,0.0,3.0,0.0,3.0,1.0,127.0,4.0,14.0,47.0,72.0,18.0,16.0,50.0,43.8,64.0,281.0,12.0,8.0,3.0,16.0,13.0,94.0,26.0,6.0,4.0,3.0,1.0,9.0,18.0,21.0,46.2
Armel Bella Kotchap,de GER,DF,Southampton,23.0,2001.0,4.0,2.0,331.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,5.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.1,202.0,90.2,3829.0,98.5,96.7,55.2,0.0,6.0,0.0,0.0,5.0,2.0,0.54,0.0,0.0,7.0,5.0,6.0,3.0,2.0,2.0,0.0,5.0,263.0,33.0,147.0,115.0,3.0,1.0,1.0,0.0,100.0,186.0,326.0,0.0,0.0,0.0,1.0,0.0,192.0,0.0,3.0,2.0,0.0,0.0,19.0,6.0,5.0,54.5
Ashley Young,eng ENG,"DF,FW",Everton,39.0,1985.0,28.0,17.0,1613.0,1.0,3.0,6.0,1.0,0.3,1.6,20.0,82.0,26.0,0.06,0.17,0.01,0.09,0.0,0.0,0.0,0.0,50.0,0.17,0.17,24.5,606.0,70.0,11151.0,87.9,76.1,40.4,19.0,71.0,18.0,9.0,82.0,37.0,2.06,6.0,0.33,50.0,28.0,50.0,19.0,10.0,3.0,7.0,23.0,1034.0,51.0,314.0,448.0,277.0,9.0,14.0,35.7,50.0,409.0,1210.0,20.0,24.0,1.0,8.0,1.0,528.0,26.0,24.0,17.0,0.0,64.0,61.0,10.0,10.0,50.0
Axel Disasi,fr FRA,DF,Aston Villa,27.0,1998.0,7.0,5.0,490.0,0.0,0.0,2.0,0.0,0.1,0.4,10.0,16.0,5.0,0.0,0.0,0.02,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.5,243.0,86.8,4080.0,94.5,89.7,53.3,3.0,14.0,3.0,0.0,16.0,9.0,1.65,0.0,0.0,8.0,5.0,7.0,4.0,4.0,1.0,3.0,5.0,334.0,32.0,130.0,178.0,29.0,6.0,15.0,60.0,40.0,207.0,621.0,10.0,8.0,2.0,3.0,2.0,223.0,5.0,3.0,2.0,2.0,1.0,15.0,8.0,6.0,57.1
Axel Tuanzebe,cd COD,DF,Ipswich Town,27.0,1997.0,18.0,17.0,1445.0,0.0,1.0,5.0,1.0,0.2,0.3,9.0,45.0,8.0,0.0,0.06,0.01,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.7,535.0,83.1,8240.0,91.0,81.8,56.1,4.0,49.0,2.0,0.0,45.0,11.0,0.68,2.0,0.12,29.0,17.0,24.0,8.0,18.0,9.0,9.0,21.0,789.0,89.0,343.0,347.0,105.0,6.0,10.0,40.0,60.0,338.0,724.0,9.0,6.0,1.0,11.0,1.0,407.0,8.0,12.0,11.0,0.0,6.0,43.0,15.0,16.0,48.4
Ayden Heaven,eng ENG,DF,Manchester Utd,18.0,2006.0,2.0,1.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.104956896551727,0.0,0.0724353448275862,15.432112068965518,40.0,81.6,695.0,82.4,88.9,33.3,0.0,2.0,0.0,0.0,2.0,2.0,1.89,0.0,0.0,3.0,3.0,2.0,0.0,2.0,2.0,0.0,1.0,67.0,21.0,42.0,23.0,3.0,1.0,2.0,100.0,0.0,42.0,122.0,1.0,1.0,0.0,2.0,1.0,40.0,1.0,2.0,3.0,0.0,0.0,4.0,1.0,2.0,33.3
Bart Verbruggen,nl NED,GK,Brighton,22.0,2002.0,32.0,32.0,2880.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.03,0.0,0.0,1.69,63.3,18.8,0.0,0.0,0.0,0.0,0.0,919.0,78.0,21660.0,99.2,98.2,47.2,1.0,17.0,1.0,0.0,2.0,5.0,0.16,1.0,0.03,0.0,0.0,3.0,3.0,1.0,0.0,1.0,0.0,1258.0,999.0,1245.0,13.0,0.0,0.0,2.0,100.0,0.0,853.0,1588.0,0.0,1.0,1.0,2.0,0.0,815.0,0.0,0.0,2.0,0.0,0.0,58.0,10.0,1.0,90.9
Ben Brereton,cl CHI,FW,Southampton,26.0,1999.0,10.0,4.0,449.0,0.0,0.0,1.0,0.0,0.9,0.1,12.0,9.0,42.0,0.0,0.0,0.18,0.02,0.0,0.0,0.0,0.0,9.1,0.2,0.0,17.3,128.0,77.1,1836.0,87.4,67.9,63.6,3.0,9.0,2.0,1.0,9.0,9.0,1.8,0.0,0.0,3.0,2.0,9.0,8.0,2.0,1.0,1.0,0.0,206.0,4.0,19.0,76.0,112.0,20.0,4.0,25.0,50.0,136.0,394.0,12.0,13.0,4.0,9.0,4.0,171.0,42.0,4.0,8.0,1.0,5.0,16.0,9.0,7.0,56.3
Ben Chilwell,eng ENG,DF,Crystal Palace,28.0,1996.0,6.0,0.0,139.0,0.0,0.0,1.0,0.0,0.1,0.2,2.0,3.0,10.0,0.0,0.0,0.05,0.13,0.0,0.0,0.0,0.0,50.0,0.65,0.0,27.6,45.0,65.2,618.0,83.9,64.0,11.1,2.0,4.0,2.0,0.0,3.0,3.0,1.93,0.0,0.0,4.0,4.0,3.0,3.0,3.0,1.0,2.0,4.0,98.0,6.0,35.0,43.0,25.0,1.0,5.0,40.0,40.0,39.0,146.0,2.0,1.0,0.0,2.0,2.0,42.0,10.0,2.0,2.0,2.0,3.0,12.0,3.0,3.0,50.0
Ben Davies,wls WAL,DF,Tottenham,32.0,1993.0,13.0,11.0,1036.0,0.0,0.0,3.0,0.0,0.3,0.2,13.0,49.0,6.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,0.0,20.0,0.09,0.0,17.0,745.0,89.4,13969.0,93.4,94.7,65.3,2.0,41.0,2.0,0.0,49.0,8.0,0.69,0.0,0.0,13.0,9.0,13.0,7.0,23.0,15.0,8.0,11.0,965.0,169.0,502.0,419.0,44.0,12.0,1.0,100.0,0.0,558.0,1633.0,13.0,9.0,0.0,4.0,0.0,653.0,6.0,12.0,5.0,0.0,4.0,34.0,41.0,35.0,53.9
Ben Godfrey,eng ENG,DF,Ipswich Town,27.0,1998.0,3.0,2.0,159.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.104956896551727,0.0,0.0724353448275862,15.432112068965518,47.0,82.5,657.0,90.9,88.9,54.38905263157895,0.0,5.0,1.0,0.0,4.0,1.0,0.57,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,68.0,6.0,26.0,33.0,9.0,1.0,0.0,46.58571428571428,42.44353741496598,33.0,79.0,2.0,2.0,0.0,2.0,1.0,42.0,1.0,1.0,0.0,0.0,0.0,2.0,3.0,0.0,100.0
Ben Johnson,eng ENG,"DF,FW",Ipswich Town,25.0,2000.0,22.0,14.0,1348.0,1.0,2.0,5.0,1.0,1.1,1.3,16.0,26.0,33.0,0.07,0.13,0.07,0.09,0.0,0.0,0.0,0.0,42.9,0.2,0.14,12.6,296.0,71.5,4812.0,86.2,74.8,49.0,12.0,21.0,3.0,2.0,26.0,23.0,1.54,5.0,0.33,38.0,22.0,41.0,21.0,22.0,5.0,17.0,13.0,624.0,60.0,245.0,219.0,163.0,12.0,24.0,33.3,58.3,259.0,585.0,16.0,12.0,3.0,23.0,17.0,290.0,33.0,27.0,6.0,1.0,37.0,57.0,19.0,18.0,51.4
Ben Mee,eng ENG,DF,Brentford,35.0,1989.0,7.0,2.0,183.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,11.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.104956896551727,0.0,0.0724353448275862,15.432112068965518,93.0,77.5,1751.0,89.5,85.0,40.0,0.0,10.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,3.0,3.0,0.0,4.0,138.0,18.0,66.0,62.0,11.0,3.0,0.0,46.58571428571428,42.44353741496598,78.0,274.0,3.0,1.0,1.0,0.0,0.0,86.0,2.0,5.0,0.0,0.0,0.0,11.0,5.0,5.0,50.0
Ben White,eng ENG,DF,Arsenal,27.0,1997.0,13.0,9.0,856.0,0.0,1.0,2.0,0.0,0.4,0.8,10.0,42.0,27.0,0.0,0.11,0.04,0.09,0.0,0.0,0.0,0.0,14.3,0.11,0.0,19.1,421.0,83.9,6823.0,92.4,84.9,47.6,7.0,37.0,8.0,1.0,42.0,15.0,1.58,1.0,0.11,12.0,8.0,24.0,14.0,9.0,7.0,2.0,12.0,585.0,44.0,167.0,263.0,159.0,19.0,3.0,0.0,66.7,279.0,559.0,10.0,10.0,3.0,8.0,4.0,359.0,27.0,8.0,4.0,1.0,10.0,24.0,11.0,3.0,78.6
Benoît Badiashile,fr FRA,DF,Chelsea,24.0,2001.0,5.0,3.0,334.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,17.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.104956896551727,0.0,0.0724353448275862,15.432112068965518,273.0,89.8,4820.0,93.3,93.8,65.6,0.0,37.0,1.0,0.0,17.0,0.0,0.0,0.0,0.0,9.0,6.0,5.0,1.0,2.0,2.0,0.0,6.0,336.0,31.0,138.0,186.0,13.0,0.0,1.0,0.0,100.0,177.0,340.0,3.0,5.0,0.0,1.0,0.0,247.0,2.0,6.0,2.0,0.0,0.0,18.0,8.0,2.0,80.0
Bernardo Silva,pt POR,"MF,FW",Manchester City,30.0,1994.0,29.0,25.0,2311.0,3.0,4.0,7.0,0.0,3.2,4.2,92.0,109.0,180.0,0.12,0.16,0.13,0.17,0.0,0.0,0.0,0.0,35.7,0.39,0.11,12.9,1284.0,86.9,19677.0,91.9,88.7,65.3,44.0,70.0,30.0,7.0,109.0,79.0,3.08,8.0,0.31,49.0,32.0,49.0,26.0,30.0,7.0,23.0,19.0,1705.0,42.0,298.0,675.0,749.0,127.0,55.0,45.5,41.8,1068.0,3501.0,92.0,59.0,30.0,21.0,31.0,1261.0,180.0,25.0,27.0,3.0,50.0,90.0,5.0,10.0,33.3
Bernd Leno,de GER,GK,Fulham,33.0,1992.0,34.0,34.0,3060.0,0.0,1.0,4.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.03,0.0,0.0,1.35,68.3,14.7,0.0,0.0,0.0,0.0,0.0,1030.0,81.2,25014.0,99.5,98.9,46.7,2.0,14.0,2.0,0.0,0.0,5.0,0.15,2.0,0.06,2.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,1328.0,1066.0,1318.0,10.0,0.0,0.0,0.0,46.58571428571428,42.44353741496598,879.0,1981.0,0.0,0.0,0.0,0.0,0.0,781.0,0.0,0.0,3.0,0.0,0.0,47.0,9.0,0.0,100.0
Beto,gw GNB,FW,Everton,27.0,1998.0,26.0,11.0,1192.0,6.0,0.0,2.0,0.0,6.1,0.8,12.0,9.0,62.0,0.45,0.0,0.46,0.06,0.0,0.0,0.0,0.0,51.4,1.36,0.17,13.6,116.0,56.6,1593.0,68.0,48.5,87.5,8.0,5.0,3.0,1.0,9.0,17.0,1.28,0.0,0.0,13.0,6.0,8.0,3.0,7.0,1.0,6.0,3.0,403.0,21.0,41.0,182.0,185.0,65.0,32.0,53.1,43.8,210.0,387.0,12.0,9.0,9.0,53.0,32.0,291.0,62.0,29.0,18.0,14.0,3.0,29.0,74.0,86.0,46.3
Bilal El Khannouss,ma MAR,MF,Leicester City,20.0,2004.0,29.0,24.0,1920.0,2.0,2.0,4.0,0.0,0.9,3.2,61.0,118.0,77.0,0.09,0.09,0.04,0.15,0.0,0.0,0.0,0.0,26.1,0.28,0.09,22.8,714.0,75.2,12717.0,85.8,81.0,57.1,31.0,81.0,27.0,5.0,118.0,59.0,2.77,4.0,0.19,46.0,26.0,28.0,13.0,19.0,4.0,15.0,6.0,1126.0,16.0,163.0,584.0,391.0,27.0,46.0,58.7,37.0,649.0,1788.0,61.0,38.0,9.0,35.0,34.0,753.0,77.0,27.0,9.0,1.0,78.0,83.0,19.0,19.0,50.0
Billy Gilmour,sct SCO,MF,Brighton,23.0,2001.0,2.0,1.0,98.0,0.0,0.0,0.0,0.0,0.1,0.0,2.0,11.0,2.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.5,58.0,86.6,980.0,94.7,81.8,57.1,0.0,12.0,2.0,0.0,11.0,3.0,2.76,0.0,0.0,3.0,3.0,4.0,1.0,1.0,0.0,1.0,0.0,73.0,2.0,14.0,46.0,13.0,0.0,2.0,50.0,50.0,44.0,117.0,2.0,0.0,0.0,0.0,0.0,58.0,2.0,2.0,3.0,0.0,1.0,5.0,0.0,0.0,48.97632135306554
Bobby De Cordova-Reid,jm JAM,FW,Leicester City,32.0,1993.0,23.0,9.0,744.0,1.0,2.0,2.0,0.0,0.8,1.2,14.0,15.0,48.0,0.12,0.24,0.1,0.15,0.0,0.0,0.0,0.0,42.9,0.36,0.14,25.1,145.0,70.4,1883.0,81.5,73.6,33.3,6.0,9.0,5.0,0.0,15.0,13.0,1.57,3.0,0.36,9.0,4.0,14.0,10.0,6.0,1.0,5.0,0.0,272.0,15.0,49.0,114.0,109.0,16.0,10.0,0.0,80.0,174.0,389.0,14.0,5.0,6.0,11.0,10.0,188.0,48.0,9.0,9.0,4.0,15.0,29.0,6.0,14.0,30.0
Boubacar Kamara,fr FRA,MF,Aston Villa,25.0,1999.0,22.0,16.0,1373.0,0.0,0.0,2.0,0.0,0.4,0.9,16.0,72.0,5.0,0.0,0.0,0.02,0.06,0.0,0.0,0.0,0.0,14.3,0.07,0.0,21.1,674.0,89.2,10544.0,93.5,91.4,53.1,10.0,77.0,8.0,0.0,72.0,24.0,1.57,2.0,0.13,46.0,19.0,51.0,25.0,17.0,7.0,10.0,16.0,911.0,88.0,288.0,520.0,109.0,8.0,22.0,36.4,31.8,467.0,1082.0,16.0,11.0,1.0,9.0,11.0,610.0,5.0,23.0,26.0,0.0,1.0,67.0,16.0,21.0,43.2
Boubakary Soumaré,fr FRA,MF,Leicester City,26.0,1999.0,27.0,23.0,1953.0,0.0,0.0,8.0,0.0,0.3,0.4,31.0,94.0,21.0,0.0,0.0,0.01,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.4,982.0,86.7,14896.0,91.9,87.6,70.4,11.0,90.0,13.0,2.0,94.0,34.0,1.57,3.0,0.14,33.0,18.0,30.0,12.0,19.0,7.0,12.0,24.0,1318.0,62.0,348.0,833.0,150.0,17.0,44.0,61.4,29.5,787.0,1881.0,31.0,16.0,3.0,20.0,21.0,925.0,21.0,21.0,21.0,0.0,8.0,130.0,19.0,9.0,67.9
Brajan Gruda,de GER,"FW,MF",Brighton,20.0,2004.0,17.0,6.0,507.0,0.0,3.0,0.0,0.0,0.4,1.2,16.0,17.0,47.0,0.0,0.53,0.07,0.22,0.0,0.0,0.0,0.0,50.0,0.36,0.0,16.8,138.0,73.4,1846.0,82.6,71.1,38.1,14.0,7.0,10.0,1.0,17.0,26.0,4.61,4.0,0.71,14.0,6.0,14.0,7.0,8.0,0.0,8.0,2.0,259.0,4.0,33.0,89.0,141.0,33.0,23.0,39.1,43.5,152.0,491.0,16.0,17.0,10.0,9.0,20.0,170.0,47.0,6.0,9.0,1.0,17.0,19.0,3.0,4.0,42.9
Brennan Johnson,wls WAL,FW,Tottenham,23.0,2001.0,31.0,23.0,2083.0,11.0,3.0,5.0,0.0,9.8,2.3,57.0,70.0,194.0,0.48,0.13,0.43,0.1,0.0,0.0,0.0,0.0,37.7,0.86,0.21,11.4,438.0,71.0,5790.0,80.5,75.7,34.4,19.0,25.0,35.0,6.0,70.0,46.0,1.99,7.0,0.3,39.0,26.0,31.0,15.0,25.0,3.0,22.0,4.0,825.0,16.0,89.0,282.0,466.0,120.0,44.0,43.2,50.0,527.0,1410.0,57.0,21.0,32.0,25.0,16.0,609.0,194.0,26.0,25.0,12.0,52.0,60.0,7.0,20.0,25.9
Bruno Fernandes,pt POR,MF,Manchester Utd,30.0,1994.0,33.0,32.0,2758.0,8.0,9.0,4.0,2.0,9.5,7.6,65.0,281.0,118.0,0.26,0.29,0.31,0.25,0.0,0.0,0.0,0.0,30.1,0.82,0.06,21.9,1522.0,75.2,26743.0,86.7,80.4,52.6,84.0,176.0,73.0,11.0,281.0,169.0,5.51,12.0,0.39,76.0,47.0,75.0,46.0,32.0,4.0,28.0,25.0,2394.0,59.0,398.0,1130.0,888.0,71.0,65.0,41.5,49.2,1379.0,3436.0,65.0,60.0,11.0,38.0,37.0,1665.0,118.0,26.0,37.0,2.0,172.0,192.0,21.0,28.0,42.9
Bruno Guimarães,br BRA,MF,Newcastle Utd,27.0,1997.0,34.0,34.0,2912.0,4.0,6.0,6.0,0.0,3.8,5.6,53.0,241.0,79.0,0.12,0.19,0.12,0.17,0.0,0.0,0.0,0.0,23.7,0.28,0.11,16.2,1305.0,82.1,21511.0,90.7,87.5,56.4,45.0,158.0,67.0,6.0,241.0,119.0,3.68,17.0,0.53,71.0,41.0,61.0,32.0,33.0,9.0,24.0,27.0,1965.0,74.0,397.0,1011.0,578.0,71.0,71.0,47.9,29.6,1275.0,3063.0,53.0,39.0,11.0,51.0,73.0,1475.0,79.0,54.0,99.0,2.0,24.0,161.0,17.0,16.0,51.5
Bryan Mbeumo,cm CMR,FW,Brentford,25.0,1999.0,33.0,33.0,2964.0,18.0,6.0,2.0,0.0,10.6,7.8,110.0,125.0,300.0,0.55,0.18,0.32,0.24,0.0,0.0,0.0,0.0,45.5,0.91,0.2,17.7,763.0,67.3,12187.0,79.7,72.8,38.1,63.0,52.0,55.0,16.0,125.0,129.0,3.92,17.0,0.52,41.0,26.0,29.0,12.0,21.0,3.0,18.0,14.0,1523.0,47.0,216.0,483.0,851.0,137.0,93.0,45.2,41.9,924.0,3035.0,110.0,61.0,64.0,87.0,38.0,1034.0,300.0,22.0,40.0,11.0,171.0,137.0,31.0,68.0,31.3
Bukayo Saka,eng ENG,"FW,MF",Arsenal,23.0,2001.0,21.0,17.0,1454.0,6.0,10.0,3.0,0.0,5.9,6.7,79.0,61.0,222.0,0.37,0.62,0.36,0.42,0.0,0.0,0.0,0.0,35.2,1.18,0.09,15.9,470.0,75.1,7266.0,90.0,72.4,48.2,49.0,13.0,32.0,10.0,61.0,100.0,6.19,22.0,1.36,23.0,13.0,20.0,10.0,19.0,0.0,19.0,2.0,840.0,6.0,46.0,180.0,621.0,139.0,83.0,44.6,41.0,535.0,2065.0,79.0,27.0,43.0,28.0,37.0,610.0,222.0,13.0,35.0,5.0,109.0,61.0,8.0,19.0,29.6
Caleb Okoli,it ITA,DF,Leicester City,23.0,2001.0,18.0,12.0,1124.0,1.0,0.0,4.0,0.0,0.6,0.0,3.0,32.0,2.0,0.08,0.0,0.05,0.0,0.0,0.0,0.0,0.0,50.0,0.16,0.25,13.5,558.0,86.4,9738.0,91.3,91.0,55.4,0.0,21.0,1.0,0.0,32.0,4.0,0.32,0.0,0.0,25.0,14.0,18.0,7.0,24.0,14.0,10.0,15.0,804.0,152.0,450.0,324.0,35.0,10.0,0.0,46.58571428571428,42.44353741496598,467.0,1106.0,3.0,6.0,0.0,10.0,2.0,483.0,2.0,16.0,9.0,0.0,1.0,44.0,23.0,21.0,52.3
Callum Hudson-Odoi,eng ENG,"FW,MF",Nott'ham Forest,24.0,2000.0,28.0,24.0,2107.0,5.0,2.0,2.0,0.0,2.5,2.7,126.0,66.0,186.0,0.21,0.09,0.11,0.11,0.0,0.0,0.0,0.0,45.9,0.73,0.14,18.3,660.0,82.1,9651.0,92.0,81.9,50.0,44.0,35.0,30.0,10.0,66.0,94.0,4.02,11.0,0.47,20.0,14.0,16.0,5.0,11.0,0.0,11.0,13.0,988.0,14.0,107.0,316.0,590.0,72.0,62.0,58.1,29.0,617.0,3301.0,126.0,61.0,45.0,44.0,23.0,751.0,186.0,12.0,21.0,8.0,74.0,90.0,3.0,10.0,23.1
Callum Wilson,eng ENG,FW,Newcastle Utd,33.0,1992.0,14.0,1.0,268.0,0.0,0.0,1.0,0.0,0.3,0.1,5.0,3.0,11.0,0.0,0.0,0.11,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,27.0,69.2,381.0,76.5,80.0,54.38905263157895,1.0,1.0,0.0,0.0,3.0,6.0,2.01,0.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,1.0,71.0,1.0,5.0,41.0,28.0,15.0,5.0,20.0,40.0,36.0,92.0,5.0,4.0,5.0,10.0,8.0,42.0,11.0,2.0,1.0,3.0,2.0,10.0,2.0,12.0,14.3
Calvin Bassey,ng NGA,DF,Fulham,25.0,1999.0,32.0,31.0,2804.0,1.0,0.0,6.0,0.0,1.0,0.1,35.0,104.0,13.0,0.03,0.0,0.03,0.0,0.0,0.0,0.0,0.0,28.6,0.13,0.07,15.3,1759.0,89.6,30963.0,94.9,94.0,60.3,2.0,135.0,2.0,0.0,104.0,22.0,0.71,3.0,0.1,51.0,32.0,28.0,8.0,37.0,17.0,20.0,18.0,2245.0,294.0,1099.0,1050.0,120.0,18.0,29.0,44.8,34.5,1443.0,4343.0,35.0,17.0,5.0,32.0,8.0,1559.0,13.0,24.0,30.0,2.0,6.0,155.0,40.0,31.0,56.3
Cameron Archer,eng ENG,FW,Southampton,23.0,2001.0,31.0,13.0,1361.0,2.0,0.0,0.0,0.0,5.1,0.4,19.0,14.0,62.0,0.13,0.0,0.34,0.02,0.0,0.0,0.0,0.0,33.3,0.6,0.07,13.1,189.0,81.1,2474.0,85.6,91.4,55.6,3.0,6.0,7.0,0.0,14.0,17.0,1.13,0.0,0.0,11.0,7.0,9.0,7.0,5.0,1.0,4.0,2.0,360.0,16.0,59.0,161.0,143.0,49.0,31.0,45.2,51.6,207.0,499.0,19.0,9.0,14.0,33.0,24.0,253.0,62.0,16.0,12.0,7.0,3.0,34.0,8.0,27.0,22.9
Cameron Burgess,au AUS,DF,Ipswich Town,29.0,1995.0,16.0,14.0,1361.0,0.0,1.0,0.0,0.0,0.7,0.5,2.0,40.0,4.0,0.0,0.07,0.05,0.03,0.0,0.0,0.0,0.0,11.1,0.07,0.0,9.7,542.0,80.8,9841.0,90.8,86.5,50.9,6.0,42.0,4.0,0.0,40.0,12.0,0.79,2.0,0.13,14.0,9.0,9.0,2.0,18.0,13.0,5.0,13.0,849.0,204.0,510.0,296.0,44.0,21.0,0.0,46.58571428571428,42.44353741496598,391.0,935.0,2.0,4.0,0.0,2.0,0.0,492.0,4.0,4.0,4.0,1.0,0.0,37.0,38.0,19.0,66.7
Caoimhín Kelleher,ie IRL,GK,Liverpool,26.0,1998.0,10.0,10.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,67.6,40.0,100.0,0.0,0.0,0.0,0.0,289.0,75.7,6252.0,100.0,100.0,31.9,0.0,6.0,0.0,0.0,0.0,3.0,0.3,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,398.0,286.0,396.0,2.0,0.0,0.0,1.0,100.0,0.0,290.0,616.0,0.0,0.0,0.0,1.0,0.0,275.0,0.0,0.0,3.0,0.0,0.0,18.0,1.0,0.0,100.0
Carlos Baleba,cm CMR,MF,Brighton,21.0,2004.0,30.0,27.0,2313.0,3.0,1.0,8.0,1.0,3.0,1.3,40.0,111.0,26.0,0.12,0.04,0.12,0.05,0.0,0.0,0.0,0.0,27.5,0.43,0.08,25.1,1018.0,87.7,17164.0,92.7,91.7,64.3,20.0,103.0,22.0,2.0,111.0,60.0,2.34,4.0,0.16,71.0,41.0,72.0,28.0,43.0,10.0,33.0,40.0,1506.0,84.0,361.0,891.0,293.0,11.0,51.0,58.8,35.3,857.0,2564.0,40.0,40.0,3.0,36.0,35.0,913.0,26.0,38.0,43.0,0.0,8.0,172.0,38.0,23.0,62.3
Carlos Forbs,pt POR,"MF,FW",Wolves,21.0,2004.0,10.0,1.0,239.0,0.0,0.0,2.0,0.0,0.1,0.0,10.0,8.0,28.0,0.0,0.0,0.05,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.1,60.0,65.9,788.0,76.5,73.1,20.0,1.0,2.0,3.0,1.0,8.0,5.0,1.89,1.0,0.38,8.0,5.0,6.0,2.0,3.0,0.0,3.0,1.0,121.0,3.0,23.0,39.0,60.0,13.0,12.0,58.3,41.7,75.0,321.0,10.0,3.0,8.0,7.0,4.0,85.0,28.0,2.0,1.0,0.0,9.0,11.0,1.0,3.0,25.0
Carlos Soler,es ESP,"MF,FW",West Ham,28.0,1997.0,28.0,14.0,1347.0,1.0,1.0,5.0,0.0,1.7,1.2,16.0,52.0,33.0,0.07,0.07,0.11,0.08,0.0,0.0,0.0,0.0,29.2,0.47,0.04,19.1,530.0,85.1,8264.0,94.4,85.7,53.7,14.0,41.0,11.0,0.0,52.0,46.0,3.08,2.0,0.13,13.0,10.0,22.0,16.0,19.0,6.0,13.0,8.0,738.0,26.0,172.0,384.0,187.0,22.0,18.0,44.4,50.0,338.0,714.0,16.0,16.0,4.0,11.0,14.0,502.0,33.0,24.0,17.0,0.0,31.0,63.0,9.0,11.0,45.0
